City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,moroni,-11.6931,43.2543,79.5,79,100,6.24,km,1675826891
359,panaci,47.2472,25.3791,5.31,100,97,1.86,ro,1675826891
360,fosses,49.0987,2.5162,32.27,86,0,9.22,fr,1675826891
361,porto-vecchio,41.5911,9.2794,44.13,65,75,8.05,fr,1675826891
362,claresholm,50.0239,-113.58,39.09,48,99,11.5,ca,1675826892
363,tocopilla,-22.0887,-70.1961,74.3,78,18,4.03,cl,1675826892
364,defiance,41.8241,-95.3414,28.45,69,0,7.54,us,1675826892
365,kamenskoye,53.1793,37.7767,12.36,96,54,4.76,ru,1675826892
366,morgan city,29.6994,-91.2068,66.99,94,100,5.75,us,1675826713
367,pizarro,4.9538,-77.3668,77.41,89,35,2.28,co,1675826893
368,daayow \\ barawe yarer,1.4923,44.1066,72.88,91,33,7.65,so,1675826893
369,port blair,11.6645,92.739,81.82,69,40,10.36,in,1675826893
370,marawi,8.0047,124.2854,78.17,57,72,5.08,ph,1675826894
371,st. anthony,45.0283,-93.2187,29.88,81,0,6.91,us,1675826894
372,teguise,29.0593,-13.5602,53.6,77,0,0.0,es,1675826894
373,nouadhibou,20.9127,-17.0503,61.18,71,0,21.81,mr,1675826894
374,kidal,18.4408,1.4075,73.96,15,83,7.14,ml,1675826895
375,zamora,41.5057,-5.7448,33.85,85,43,13.94,es,1675826895
376,alekseyevsk,57.8406,108.3492,1.78,96,100,3.83,ru,1675826895
377,bentiu,9.2481,29.8004,69.04,20,0,5.64,ss,1675826895
378,pinawa,50.15,-95.8833,22.78,93,19,6.98,ca,1675826896
379,durg,21.1896,81.2851,71.76,30,0,5.77,in,1675826896
380,sandy bay,-42.8971,147.3274,61.32,67,75,13.8,au,1675826896
381,igrim,63.1915,64.4243,6.55,89,100,10.89,ru,1675826896
382,majorca,39.6134,2.8804,49.08,93,75,12.66,es,1675826897
383,palmer,61.5996,-149.1111,29.32,83,100,6.91,us,1675826897
384,namtsy,62.7182,129.6642,-36.87,96,100,1.03,ru,1675826897
385,hobyo,5.3495,48.5264,77.14,68,97,14.58,so,1675826897
386,tuatapere,-46.1323,167.6908,56.7,56,60,16.04,nz,1675826898
387,maceió,-9.6477,-35.7339,72.41,94,20,3.44,br,1675826898
388,town of cardston,49.2001,-113.3166,37.33,64,64,10.36,ca,1675826898
389,northam,51.0506,-4.2113,38.26,91,0,6.51,gb,1675826898
390,coyhaique,-45.5712,-72.0685,61.74,72,75,3.44,cl,1675826899
391,rabak,13.1845,32.7398,66.72,22,0,15.68,sd,1675826899
392,tocra,32.5322,20.5722,52.29,61,95,8.28,ly,1675826899
393,kruisfontein,-34.012,24.7433,64.99,83,100,4.59,za,1675826899
394,coquimbo,-29.9532,-71.338,64.27,88,100,5.75,cl,1675826900
395,namatanai,-3.6642,152.4407,86.29,64,92,10.65,pg,1675826900
396,geraldton,-28.7704,114.6147,91.56,29,0,9.22,au,1675826900
397,camacha,32.6794,-16.8449,51.53,74,75,5.75,pt,1675826901
398,erzurum,39.9063,41.2728,12.34,92,75,4.61,tr,1675826901
399,verkhoyansk,67.5495,133.3875,-47.34,96,73,0.38,ru,1675826901
400,helena,46.5927,-112.0363,36.41,76,75,5.75,us,1675826901
401,navrongo,10.8928,-1.0884,84.09,17,90,9.04,gh,1675826902
402,chirongui,-12.9357,45.1495,80.4,75,100,9.4,fr,1675826902
403,nome,64.5011,-165.4064,-9.33,77,0,0.0,us,1675826847
404,hamilton,43.2561,-79.8729,39.94,82,75,8.05,ca,1675826734
405,pacific grove,36.6211,-121.9178,52.92,87,0,3.44,us,1675826902
406,dukat,42.4367,22.311,5.56,94,50,3.65,rs,1675826902
407,beyneu,45.3214,55.1862,27.07,67,100,21.85,kz,1675826903
408,rurrenabaque,-14.4437,-67.5312,72.36,99,100,0.69,bo,1675826903
409,salinópolis,-0.6259,-47.3443,77.85,86,100,8.63,br,1675826903
410,kalinagar,28.6247,80.0812,57.96,54,0,6.4,in,1675826904
411,orange walk town,18.0804,-88.5614,71.17,97,10,4.54,bz,1675826904
412,maxixe,-11.0795,-42.1315,70.95,59,90,5.32,br,1675826904
413,kirakira,-10.4569,161.9202,82.31,83,100,9.35,sb,1675826904
414,panama city,30.1601,-85.6546,63.01,77,100,1.01,us,1675826905
415,diffa,13.3131,12.6137,68.43,35,100,13.58,ne,1675826905
416,arak,34.0865,49.6888,29.61,72,3,8.12,ir,1675826905
417,şuhut,38.5343,30.5456,15.69,93,97,7.16,tr,1675826905
418,lapeer,43.0514,-83.3188,37.18,75,100,6.91,us,1675826906
419,paramonga,-10.6752,-77.8185,73.0,82,40,5.06,pe,1675826906
420,clyde river,46.2239,-63.2577,17.82,73,0,6.91,ca,1675826906
421,shahrud,36.4195,54.965,37.4,61,45,6.42,ir,1675826906
422,ribeira grande,37.8225,-25.5195,55.74,82,75,9.22,pt,1675826907
423,lakes entrance,-37.8795,147.9944,67.17,64,38,10.02,au,1675826907
424,erzin,36.9559,36.1991,33.76,58,97,4.56,tr,1675826907
425,quibala,-10.7325,14.9805,57.15,89,89,1.97,ao,1675826907
426,bengkulu,-3.7923,102.2624,83.7,57,64,6.89,id,1675826908
427,praia,14.9163,-23.5095,66.78,63,75,18.41,cv,1675826765
428,bayla,9.4953,50.8128,77.0,72,98,14.25,so,1675826908
429,farafangana,-22.8216,47.8307,73.06,90,100,3.56,mg,1675826908
430,armação dos búzios,-22.7598,-41.8875,73.35,94,100,3.96,br,1675826908
431,jacareacanga,-6.2197,-57.7586,73.08,98,97,1.1,br,1675826909
432,bakhchysarai,44.7523,33.8535,25.57,86,100,14.54,ua,1675826909
433,amapa,21.7844,-105.2547,61.79,79,13,1.14,mx,1675826909
434,petropavlovsk-kamchatsky,53.02,158.6471,17.71,74,23,9.4,ru,1675826909
435,kuqa,41.7117,82.9583,27.7,67,0,4.36,cn,1675826910
436,suzhou city,31.3017,120.5811,51.03,57,98,9.35,cn,1675826910
437,sterling,41.7883,-89.6954,31.86,86,0,10.36,us,1675826910
438,mashhad,36.2975,59.6059,46.54,76,75,4.61,ir,1675826910
439,são miguel do araguaia,-13.2726,-50.1627,73.08,89,66,2.26,br,1675826911
440,los llanos de aridane,28.6592,-17.9152,53.35,62,20,6.91,es,1675826911
441,ler,63.1977,10.3022,34.54,90,72,6.6,no,1675826911
442,bayonne,43.4945,-1.4737,43.09,100,3,3.44,fr,1675826912
443,guarapari,-20.6719,-40.4985,76.93,95,100,5.28,br,1675826912
444,praia da vitória,38.7392,-27.1563,52.52,76,75,9.48,pt,1675826912
445,birao,10.2962,22.781,70.63,19,11,12.06,cf,1675826912
446,тигиль,57.7598,158.6836,-4.2,92,100,8.37,ru,1675826913
447,bara,48.4256,21.717,30.94,87,62,10.0,sk,1675826913
448,alyangula,-13.8509,136.4208,86.97,65,100,4.27,au,1675826913
449,whitehorse,60.7216,-135.0549,23.77,68,20,11.5,ca,1675826913
450,yudong,32.0154,121.3553,48.94,59,98,13.49,cn,1675826914
451,katsuura,35.1522,140.3207,49.8,68,99,18.57,jp,1675826914
452,summer village of half moon bay,52.3472,-114.1766,26.08,81,100,4.5,ca,1675826914
453,lagoa,37.1326,-8.4551,51.67,79,39,7.47,pt,1675826914
454,jalu,29.0331,21.5482,48.27,59,74,6.46,ly,1675826915
455,mansa,-11.2007,28.8894,62.01,98,100,3.49,zm,1675826915
456,abay,43.2115,76.7615,21.6,76,98,2.21,kz,1675826915
457,pilar,9.8638,126.1003,79.21,84,100,13.8,ph,1675826915
458,parroquia cantaura,9.3,-64.3521,75.07,73,24,9.73,ve,1675826916
459,xuchang,34.0457,113.8226,50.27,42,99,15.77,cn,1675826916
460,nongpoh,25.899,91.8813,60.37,40,92,1.95,in,1675826916
461,coralville,41.676,-91.5807,32.23,80,1,5.75,us,1675826917
462,garoowe,8.4061,48.4832,65.7,92,44,6.67,so,1675826917
463,necochea,-38.5545,-58.7393,72.19,78,13,14.25,ar,1675826917
464,dunedin,-45.8741,170.5036,61.25,46,71,17.72,nz,1675826917
465,gogrial,8.5344,28.0985,70.38,21,0,6.11,ss,1675826918
466,bekasi,-6.235,106.9945,86.92,69,40,5.75,id,1675826918
467,le moule,16.3317,-61.3476,73.44,79,10,19.1,fr,1675826918
468,zile,40.3005,35.8823,11.62,95,97,4.54,tr,1675826918
469,harper,41.3625,-92.051,32.11,80,0,5.79,us,1675826919
470,quixadá,-4.9706,-39.0158,72.84,83,99,6.38,br,1675826919
471,odesa,46.4843,30.7323,26.91,63,100,19.22,ua,1675826919
472,sibolga,1.737,98.7846,83.17,56,100,2.1,id,1675826919
473,itoman,26.106,127.6861,71.22,73,20,14.97,jp,1675826920
474,arras,50.291,2.7772,28.8,63,10,3.36,fr,1675826920
475,ballina,-28.8657,153.5659,82.78,59,99,9.1,au,1675826920
476,jumla,29.2768,82.1823,43.72,26,0,3.38,np,1675826920
477,fethiye,36.6221,29.1153,39.07,54,0,11.41,tr,1675826921
478,shingu,33.7241,135.993,59.07,35,5,5.21,jp,1675826921
479,keffi,8.8453,7.8768,74.25,20,48,3.78,ng,1675826921
480,taksimo,56.3555,114.838,0.81,79,58,1.72,ru,1675826921
481,dashitou,25.74,102.4619,57.76,23,0,9.55,cn,1675826922
482,cap malheureux,-19.986,57.6196,79.27,79,31,5.99,mu,1675826922
483,cidade de chimoio,-19.1437,33.478,65.03,95,100,2.84,mz,1675826922
484,san cristobal,7.7757,-72.2214,69.67,78,12,1.79,ve,1675826923
485,nikel,69.4062,30.2114,30.22,85,42,12.48,ru,1675826923
486,leh,34.1642,77.5848,-0.24,65,10,2.3,in,1675826923
487,shihezi city,44.3017,86.0776,16.29,94,98,1.95,cn,1675826923
488,rocha,-34.481,-54.3366,69.21,82,28,7.65,uy,1675826924
489,royal leamington spa,52.2913,-1.5364,35.4,95,0,4.34,gb,1675826924
490,douz,33.4571,9.025,52.38,72,80,16.42,tn,1675826924
491,port macquarie,-31.4299,152.9104,77.23,59,74,7.74,au,1675826924
492,naze,5.452,7.0567,77.04,86,6,2.86,ng,1675826925
493,hīt,33.6387,42.8279,46.98,57,15,8.41,iq,1675826925
494,ust-dzheguta,44.0859,41.9723,18.14,94,100,2.89,ru,1675826925
495,atar,20.5182,-13.0544,58.57,29,9,11.14,mr,1675826925
496,arman,28.3724,83.4113,47.62,35,0,0.85,np,1675826926
497,rome,41.8933,12.4829,39.29,40,0,4.61,it,1675826926
498,shieli,44.176,66.741,32.74,76,100,7.14,kz,1675826926
499,ranong,9.9641,98.634,85.96,60,9,4.43,th,1675826926
500,hay river,60.8156,-115.7866,-2.18,78,75,8.05,ca,1675826927
501,benton harbor,42.1167,-86.4542,35.85,88,0,8.05,us,1675826927
502,volary,48.9096,13.8884,17.76,92,5,0.51,cz,1675826927
503,poya,-21.3463,165.1591,82.65,78,100,1.32,fr,1675826927
504,barcelos,41.5314,-8.6192,50.14,67,92,13.22,pt,1675826928
505,osypenko,48.0408,34.3903,18.1,77,20,17.22,ua,1675826928
506,tiarei,-17.5583,-149.3711,80.82,63,3,4.56,fr,1675826928
507,porto santo,33.0658,-16.3362,57.81,77,40,14.97,pt,1675826928
508,falmouth,50.1552,-5.0688,38.3,93,1,4.61,gb,1675826929
509,agnibilékrou,7.1279,-3.2037,72.95,94,98,2.73,ci,1675826929
510,paamiut,61.9946,-49.6659,-0.58,78,84,12.26,gl,1675826929
511,gillette,44.2906,-105.5019,31.19,69,0,21.85,us,1675826638
512,coahuayana,18.622,-100.3485,70.18,37,1,4.32,mx,1675826929
513,taroudant,30.4707,-8.8779,46.81,88,47,1.81,ma,1675826930
514,aripuanã,-10.1758,-59.444,70.12,97,60,0.94,br,1675826930
515,nova varoš,43.4597,19.8154,-3.08,100,100,2.21,rs,1675826930
516,acaraú,-2.887,-40.1195,77.54,84,100,7.76,br,1675826930
517,karratha,-20.737,116.8479,95.05,37,42,10.09,au,1675826931
518,katakwi,1.2141,33.9221,67.14,72,14,6.42,ug,1675826931
519,gamba county,28.2764,88.5165,19.06,47,1,4.63,cn,1675826931
520,mount isa,-20.729,139.4932,93.06,49,75,6.91,au,1675826932
521,katherine,-14.4646,132.2636,93.51,46,0,5.75,au,1675826932
522,the valley,18.2146,-63.0518,77.0,77,0,20.58,ai,1675826932
523,pu'er,22.8272,100.965,67.68,23,0,5.03,cn,1675826932
524,nador,35.174,-2.9281,50.25,87,0,2.3,ma,1675826933
525,maniitsoq,65.4175,-52.8968,0.97,91,100,10.18,gl,1675826933
526,peterhead,57.5053,-1.7813,39.79,80,95,26.06,gb,1675826933
527,tortolì,39.9266,9.6592,44.42,53,40,12.66,it,1675826933
528,minsk,53.9025,27.5618,12.06,98,79,5.37,by,1675826934
529,nukus,42.46,59.6177,31.96,86,0,11.5,uz,1675826934
530,karpathos,35.6137,27.1193,31.96,57,82,26.91,gr,1675826934
531,milkovo,41.5208,24.6837,13.3,76,9,4.21,bg,1675826934
532,nuevo ideal,24.8879,-105.0721,49.68,29,69,6.2,mx,1675826935
533,freeport,42.2967,-89.6212,31.19,88,0,6.91,us,1675826935
534,asău,46.4389,26.4008,22.08,96,98,4.9,ro,1675826935
535,kogon,39.7275,64.5413,44.62,70,20,6.91,uz,1675826935
536,neuquén,-38.952,-68.0592,67.89,60,0,6.91,ar,1675826936
537,pisco,-13.71,-76.203,73.29,88,0,11.5,pe,1675826936
538,shenkursk,62.1059,42.9076,29.32,91,100,8.79,ru,1675826936
539,nalut,31.8638,10.9828,50.4,57,100,15.61,ly,1675826936
540,general roca,-39.0266,-67.5755,75.56,21,1,16.98,ar,1675826937
541,porto-novo,6.4991,2.6253,77.36,86,96,4.32,bj,1675826937
542,poyarkovo,54.2806,39.1769,8.94,97,71,4.23,ru,1675826937
543,changde,29.0346,111.6929,48.81,86,100,5.75,cn,1675826938
544,dubai,25.2653,55.2925,73.74,38,0,8.05,ae,1675826938
545,municipio de viedma,-40.8084,-62.9947,67.15,62,37,8.34,ar,1675826938
546,doha,25.2856,51.5264,66.13,82,20,17.27,qa,1675826938
547,san ignacio,17.1528,-89.0762,73.38,88,0,6.91,bz,1675826939
548,kudat,6.883,116.8494,80.58,83,20,3.44,my,1675826939
549,aldan,58.6084,125.3882,-17.1,89,100,3.04,ru,1675826939
550,hami,42.8174,93.5142,33.78,69,100,2.37,cn,1675826939
551,high prairie,55.4325,-116.4836,18.55,94,100,2.95,ca,1675826940
552,galesong,-5.3342,119.381,77.04,71,88,9.84,id,1675826940
553,dawei,14.0797,98.199,85.28,44,5,4.12,mm,1675826940
554,biras,45.2874,0.6385,37.27,84,0,3.69,fr,1675826940
555,jakar,27.5533,90.7477,39.15,69,71,3.09,bt,1675826941
556,kintampo,8.0537,-1.7289,78.15,65,85,5.55,gh,1675826941
557,virginia beach,36.853,-75.9774,51.01,72,0,9.22,us,1675826941
558,yelizovo,53.1865,158.3837,17.78,45,20,4.47,ru,1675826942
559,calceta,-0.8481,-80.164,75.33,93,14,2.71,ec,1675826942
560,mehamn,71.039,27.8518,35.55,64,35,18.41,no,1675826943
561,comodoro rivadavia,-45.8632,-67.4753,63.05,39,0,3.44,ar,1675826945
562,ascension,-7.9411,-14.3631,74.03,70,84,16.24,sh,1675826948
563,burlington,44.4762,-73.2129,36.68,74,100,17.27,us,1675826948
564,belaya gora,68.537,146.1873,-40.31,98,69,2.42,ru,1675826949
565,ust-ilimsk,57.9595,102.7342,8.82,92,100,4.45,ru,1675826950
566,inuvik,68.3603,-133.7204,-21.39,69,100,3.44,ca,1675826950
567,strelka,58.0801,93.0317,16.21,94,100,6.31,ru,1675826951
568,yanan,13.4843,44.0567,50.63,82,87,0.51,ye,1675826952
569,teià,41.4971,2.3214,48.47,81,75,11.99,es,1675826953
570,novopokrovka,49.8377,36.555,15.73,85,6,10.33,ua,1675826953
